"PHONE","ZIP","MOUMO","MOUPMO","MOU3MO","MOUCH1M","MOUCH3M","CUM3MCH","CUSTMOS","LONGD","CALLW","LINES","VOICEM","CELL","CONVB","SEX","INCOME","SPORTS","NATURE","ARTS","HRS_TV","TRAVEL","EDUC","TARGET","TOTMOU","TOTCHNG","CUST_ID"
"415-987-8787","55166",550,100,1453,450,-1353,-903,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,2103,-903,1248
"214-455-2446","36785",398,2452,4789,-2054,-2337,-4391,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","High School",0,7639,-4391,1249
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,1250
"415-987-1192","15563",105,7,99,98,-92,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,211,6,1251
"617-555-1135","10040",9456,14325,12456,-4869,1869,-3000,3,1,1,2,1,1,"Yes","F",80000,"A",0,"N",40,"Domestic","PhD",1,36237,-3000,1252
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",0,8,4,1253
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1254
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,1255
"276-987-5678","45987",600,5673,3456,8745,2217,10962,13,0,1,1,1,0,"Yes","M",34000,"A",1,"N",0,"International","Masters",1,9729,10962,1256
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1257
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1258
"603-595-1865","21750",678,55,598,623,-543,80,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,1331,80,1259
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1260
"214-455-0034","36785",97,56,5,41,51,92,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,158,92,1261
"276-987-3078","45987",45,223,66,-178,157,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,334,-21,1262
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,1263
"617-555-1005","10040",100,2,0,98,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1264
"603-595-8711","21750",5,7,75,-2,-68,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",1,87,-70,1265
"214-455-2456","36785",100,90,60,10,30,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,250,40,1266
"276-987-3478","45987",999,20,50,979,-30,949,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,1069,949,1267
"415-987-1122","15563",1004,800,944,204,-144,60,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",1,2748,60,1268
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,1269
"603-595-8765","21750",333,277,144,56,133,189,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,754,189,1270
"415-987-8787","55166",5,100,500,-95,-400,-495,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","PhD",0,605,-495,1271
"214-455-2446","36785",398,144,630,254,-486,-232,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","High School",0,1172,-232,1272
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,1273
"415-987-1192","15563",105,15,99,90,-84,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,219,6,1274
"617-555-1135","10040",999,1200,1145,-201,55,-146,3,1,1,2,1,1,"Yes","M",80000,"A",0,"N",40,"Domestic","Bachelors",1,3344,-146,1275
"603-595-1115","21750",500,2,1,498,1,499,23,0,0,1,0,0,"Yes","M",80000,"C",0,"Y",50,"International","High School",1,503,499,1276
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1277
"214-455-3346","36785",555,7654,8732,-7099,-1078,-8177,27,1,1,2,1,0,"Yes","F",134000,"na",1,"Y",5,"Domestic","PhD",1,16941,-8177,1278
"276-987-5678","45987",600,456,398,144,58,202,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,1454,202,1279
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1280
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,1089
"415-987-1192","15563",5,15,99,-10,-84,-94,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,119,-94,1090
"617-555-1135","10040",999,1200,1145,-201,55,-146,3,1,1,2,1,1,"No","M",80000,"A",0,"N",40,"Domestic","PhD",1,3344,-146,1091
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,8,4,1092
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1093
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,1094
"276-987-5678","45987",60,456,398,-396,58,-338,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,914,-338,1095
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1096
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1097
"603-595-1865","21750",678,1222,598,-544,624,80,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,2498,80,1098
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1099
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1100
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1101
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,1102
"617-555-1005","10040",145,2,0,143,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1103
"603-595-8711","21750",5,150,75,-145,75,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,230,-70,1104
"214-455-2456","36785",100,9,60,91,-51,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,169,40,1105
"276-987-3478","45987",10,20,50,-10,-30,-40,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,80,-40,1106
"415-987-1122","15563",1004,4,944,1000,-940,60,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",0,1952,60,1107
"617-555-1335","10040",565,200,650,365,-450,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1415,-85,1108
"603-595-8765","21750",333,130,144,203,-14,189,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,607,189,1109
"415-987-8787","55166",550,55,500,495,-445,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1105,50,1110
"214-455-2446","36785",398,144,630,254,-486,-232,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","High School",0,1172,-232,1111
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,1112
"415-987-1192","15563",105,15,99,90,-84,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,219,6,1113
"617-555-1135","10040",999,900,1145,99,-245,-146,3,1,1,2,1,1,"Yes","M",80000,"A",0,"N",40,"Domestic","Bachelors",1,3044,-146,1114
"603-595-1115","21750",5,55,1,-50,54,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,61,4,1115
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","Masters",0,1031,-111,1116
"214-455-3346","36785",55,444,678,-389,-234,-623,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1177,-623,1117
"276-987-5678","45987",600,366,398,234,-32,202,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,1364,202,1118
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1119
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1120
"603-595-1865","21750",7543,16754,598,-9211,16156,6945,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,24895,6945,1121
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1122
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1123
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1124
"415-987-0097","15563",53,9,29,44,-20,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,91,24,1125
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1126
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,1127
"214-455-2456","36785",100,90,60,10,30,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,250,40,1128
"276-987-3478","45987",10,20,50,-10,-30,-40,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,80,-40,1129
"415-987-1122","15563",1004,800,944,204,-144,60,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",0,2748,60,1130
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,1131
"603-595-8765","21750",4567,3534,144,1033,3390,4423,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,8245,4423,1132
"415-987-8787","55166",550,100,500,450,-400,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1150,50,1133
"214-455-2446","36785",398,144,630,254,-486,-232,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","High School",0,1172,-232,1134
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,1135
"415-987-1192","15563",5435,15,99,5420,-84,5336,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,5549,5336,1136
"617-555-1135","10040",9,1200,1145,-1191,55,-1136,3,1,1,2,1,1,"Yes","M",80000,"A",0,"N",40,"Domestic","Masters",1,2354,-1136,1137
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,8,4,1138
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1139
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,1140
"276-987-5678","45987",600,456,398,144,58,202,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,1454,202,1141
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1142
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1143
"603-595-1865","21750",678,1222,598,-544,624,80,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,2498,80,1144
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1145
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1146
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1147
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,1148
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1149
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,1150
"214-455-2456","36785",100,90,60,10,30,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,250,40,1151
"276-987-3478","45987",88,20,50,68,-30,38,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,158,38,1152
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1537
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1538
"415-987-0097","15563",53,9,29,44,-20,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,91,24,1539
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1540
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,1541
"214-455-2456","36785",100,90,60,10,30,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,250,40,1542
"276-987-3478","45987",10,20,50,-10,-30,-40,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,80,-40,1543
"415-987-1122","15563",1004,800,944,204,-144,60,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",0,2748,60,1544
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,1545
"603-595-8765","21750",4567,3534,144,1033,3390,4423,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,8245,4423,1546
"415-987-8787","55166",550,100,500,450,-400,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1150,50,1547
"214-455-2446","36785",398,144,630,254,-486,-232,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","High School",0,1172,-232,1548
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,1549
"415-987-1192","15563",5435,15,99,5420,-84,5336,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,5549,5336,1550
"617-555-1135","10040",9,1200,1145,-1191,55,-1136,3,1,1,2,1,1,"Yes","M",80000,"A",0,"N",40,"Domestic","Masters",1,2354,-1136,1551
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,8,4,1552
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1553
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,1554
"276-987-5678","45987",600,456,398,144,58,202,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,1454,202,1555
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1556
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1557
"603-595-1865","21750",678,1222,598,-544,624,80,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,2498,80,1558
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1559
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1560
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1561
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,1562
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1563
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,1564
"214-455-2456","36785",100,90,60,10,30,40,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,250,40,1565
"276-987-3478","45987",88,20,50,68,-30,38,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,158,38,1566
"415-987-1122","15563",500,800,944,-300,-144,-444,26,1,1,3,1,1,"Yes","M",25000,"C",0,"N",5,"None","PhD",1,2244,-444,1567
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,1568
"603-595-8765","21750",333,277,144,56,133,189,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,754,189,1569
"415-987-8787","55166",550,100,500,450,-400,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1150,50,1570
"214-455-2446","36785",398,144,630,254,-486,-232,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","Masters",0,1172,-232,1571
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,1572
"415-987-1192","15563",105,15,99,90,-84,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,219,6,1573
"617-555-1135","10040",999,1200,1145,-201,55,-146,3,1,1,2,1,1,"No","M",80000,"A",0,"N",40,"Domestic","Bachelors",1,3344,-146,1574
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,8,4,1575
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1576
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,1577
"276-987-5678","45987",60,456,398,-396,58,-338,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,914,-338,1578
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1579
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1580
"603-595-1865","21750",678,1222,598,-544,624,80,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,2498,80,1581
"415-987-8987","55166",110,98,56,12,42,54,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,264,54,1582
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1583
"276-987-3078","45987",45,23,66,22,-43,-21,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,134,-21,1584
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,1585
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1586
"603-595-8711","21750",5,15,75,-10,-60,-70,6,1,0,1,1,0,"No","F",39000,"F",0,"Y",100,"International","High School",0,95,-70,1587
"214-455-2456","36785",33,90,60,-57,30,-27,10,1,0,2,1,1,"Yes","M",50000,"B",0,"N",70,"Domestic","Elementary",1,183,-27,1588
"276-987-3478","45987",10,20,50,-10,-30,-40,3,1,0,1,0,0,"No","M",75000,"B",1,"Y",0,"International","PhD",0,80,-40,1589
"415-987-1122","15563",10000,8000,944,2000,7056,9056,26,1,1,3,1,1,"Yes","M",225000,"C",0,"N",5,"None","PhD",1,18944,9056,1590
"617-555-1335","10040",565,577,650,-12,-73,-85,14,1,1,1,1,1,"No","M",33000,"A",1,"Y",25,"Domestic","Masters",0,1792,-85,1591
"603-595-8765","21750",333,277,144,56,133,189,9,0,1,1,1,1,"Yes","M",44000,"F",1,"N",35,"International","Masters",1,754,189,1592
"415-987-8787","55166",550,100,500,450,-400,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1150,50,1593
"214-455-2446","36785",6000,7899,630,-1899,7269,5370,36,0,0,2,1,0,"Yes","M",145000,"E",1,"N",40,"Domestic","High School",1,14529,5370,1594
"276-987-7878","45987",7800,5000,24,2800,4976,7776,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,12824,7776,1595
"415-987-1192","15563",105,15,99,90,-84,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,219,6,1596
"617-555-1135","10040",9999,12456,1145,-2457,11311,8854,3,1,1,2,1,1,"No","M",80000,"A",0,"N",40,"Domestic","Bachelors",1,23600,8854,1597
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"No","M",80000,"C",0,"Y",50,"International","High School",1,8,4,1598
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1599
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,1600
"415-987-8787","55166",550,100,500,450,-400,50,17,1,1,1,0,0,"No","M",320000,"D",0,"Y",50,"InterGalactic","GED",0,1150,50,1409
"214-455-2446","36785",398,144,630,254,-486,-232,36,0,0,2,1,0,"No","M",145000,"E",1,"N",40,"Domestic","Masters",0,1172,-232,1410
"276-987-7878","45987",78,54,24,24,30,54,6,1,0,1,0,0,"No","F",66000,"A",0,"N",20,"International","Bachelors",1,156,54,1411
"415-987-1192","15563",105,15,99,90,-84,6,11,0,0,2,1,0,"No","F",51000,"B",1,"N",10,"None","Bachelors",0,219,6,1412
"617-555-1135","10040",999,1200,1145,-201,55,-146,3,1,1,2,1,1,"Yes","M",80000,"A",0,"N",40,"Domestic","PhD",1,3344,-146,1413
"603-595-1115","21750",5,2,1,3,1,4,23,0,0,1,0,0,"Yes","M",80000,"C",0,"Y",50,"International","High School",1,8,4,1414
"415-987-8567","55166",344,232,455,112,-223,-111,11,1,1,2,1,1,"Yes","M",75000,"B",1,"Y",25,"InterGalactic","GED",0,1031,-111,1415
"214-455-3346","36785",555,444,678,111,-234,-123,27,1,1,2,1,0,"No","F",134000,"na",1,"Y",5,"Domestic","PhD",0,1677,-123,1416
"276-987-5678","45987",600,456,398,144,58,202,13,0,1,1,1,0,"Yes","M",88000,"A",1,"N",0,"International","Masters",1,1454,202,1417
"415-987-1879","15563",2,0,4,1,-3,-2,4,0,0,1,0,0,"Yes","M",53000,"na",1,"Y",125,"None","Bachelors",0,6,-2,1418
"617-555-1002","10040",2,0,0,0,0,0,1,0,0,1,1,0,"No","F",29000,"B",0,"N",75,"Domestic","High School",0,0,0,1419
"603-595-1865","21750",678,1222,598,-544,624,80,30,1,1,2,0,1,"Yes","M",46000,"E",1,"Y",60,"International","High School",1,2498,80,1420
"415-987-8987","55166",1100,1000,56,100,944,1044,15,1,0,1,1,0,"No","M",98000,"E",0,"Y",50,"InterGalactic","High School",0,2156,1044,1421
"214-455-0034","36785",97,56,97,41,-41,0,8,0,0,1,0,1,"No","M",125000,"na",0,"N",5,"Domestic","High School",0,250,0,1422
"276-987-3078","45987",14000,15000,66,-1000,14934,13934,44,0,0,1,0,0,"No","F",91000,"D",1,"N",0,"International","PhD",0,29066,13934,1423
"415-987-0097","15563",53,34,29,19,5,24,50,1,1,1,0,0,"No","F",48000,"na",1,"Y",20,"None","GED",1,116,24,1424
"617-555-1005","10040",1,2,0,-1,0,0,2,0,0,1,0,0,"Yes","F",17000,"F",1,"Y",70,"Domestic","Bachelors",0,0,0,1425
